,current_assets,current_liabilities,equity,financial_profit,net_income,other_profit,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,net_profit_margin,revenue_growth,gross_profit,gross_margin,net_income_growth,total_equity
2021-01-01,737412660.0,131358230.0,710882700.0,10442880.0,34970260.0,3690.0,84155410.0,842240930.0,131358230.0,0.04152049461666509,0.04919272898327671,0.15596277184011942,5.613753017226252,0.4155438135230997,0.0,0.0,0.0,0.0,710882700.0
2022-01-01,788237110.0,83041400.0,728127600.0,13843130.0,17244900.0,0.0,72407840.0,811169010.0,83041400.0,0.02125931807971806,0.023683897936516925,0.10237250064570391,9.492098037846183,0.23816343644555618,-0.13959375873755475,0.0,0.0,-0.5068695514417108,728127610.0
2023-01-01,668491633.0,10595443.0,755141432.0,-1384170.0,27013828.0,7298.0,80522643.0,741312858.0,10595443.0,0.03644052265986732,0.036968912257278004,0.014292808880430885,63.09237216414642,0.3354811391374722,0.1120707785234305,0.0,0.0,0.566482148345308,730717415.0
2024-01-01,884745794.0,136020101.0,78759848.0,-2214925.0,17118416.0,3364.0,74751516.0,925279949.0,136020101.0,0.018500796454630618,0.02168920165314174,0.14700426735390112,6.504522401435358,0.22900426527804466,-0.07167085908990845,0.0,0.0,-0.3663091361949887,789259848.0
