,current_assets,current_liabilities,equity,financial_profit,net_income,other_profit,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,net_profit_margin,revenue_growth,gross_profit,gross_margin,net_income_growth,total_equity
2020-01-01,3892844860.0,2555701620.0,1308177480.0,-106888050.0,232635220.0,-310.0,635319020.0,3911080370.0,2602902890.0,0.0594810635405071,0.177831543163394,0.6655201744166663,1.523200059637635,0.3661707153045725,0.0,0.0,0.0,0.0,1308177480.0
2021-01-01,7145152050.0,5404524430.0,1754912170.0,-131557560.0,516928900.0,-13221400.0,1042045790.0,7187117250.0,5432205080.0,0.07192437273790128,0.2945611232498319,0.7558253039492294,1.3220686005854543,0.496071194721683,0.6401929695100266,0.0,0.0,1.2220577778377666,1754912170.0
2022-01-01,9415358290.0,7494936960.0,1768482390.0,-439852850.0,43651460.0,-423470.0,1022130310.0,9459575380.0,7691092990.0,0.00461452636577013,0.024683005183896687,0.8130484383327574,1.2562291504583916,0.04270635512217615,-0.01911190486168557,0.0,0.0,-0.9155561625592997,1768482390.0
2023-01-01,11575344841.0,11275423630.0,2055416043.0,-607866815.0,251281461.0,-469403.0,1332482343.0,13529106412.0,11473690369.0,0.01857339674534005,0.12225333253370933,0.8480745157583435,1.0265995514529507,0.1885814564973939,0.3036325505306656,0.0,0.0,4.756541957588589,2055416043.0
