,cost_of_goods_sold,current_assets,current_liabilities,equity,financial_profit,gross_profit,net_income,other_profit,profit_before_tax,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,gross_margin,net_profit_margin,revenue_growth,net_income_growth,total_equity
2021-01-01,82851985.0,110633941.0,87010705.0,40423877.0,-3731803.0,13069137.0,-2466734.0,92727.0,-2466734.0,95921122.0,127434582.0,87010705.0,-0.019356864999172673,-0.06102170754180753,0.6827872280383044,1.2714980415340849,0.13624879200224535,-0.025716275503950007,0.0,0.0,40423877.0
2022-01-01,222111645.0,200609805.0,173717291.0,42252492.0,-3858009.0,18120384.0,1828615.0,184656.0,1828615.0,240232029.0,216096516.0,173844024.0,0.00846202906852973,0.04327827575235089,0.8044739786549822,1.1548062017614584,0.07542867649841978,0.007611870105796758,1.5044747600012434,-1.7413101696413151,42252492.0
2023-01-01,227127904.0,205945147.0,130347515.0,86129246.0,-5706614.0,25259657.0,3996754.0,2152256.0,3996754.0,252387562.0,220550045.0,134420799.0,0.01812175554078894,0.046404144766343365,0.6094798076327755,1.5799698751449156,0.10008281232178945,0.015835780370191142,0.050599135554901364,1.1856727632661879,86129246.0
2024-01-01,356605810.0,227739089.0,143889450.0,93948952.0,-4573776.0,30772921.0,7819706.0,4122085.0,7819706.0,387378731.0,247353400.0,153404447.0,0.031613497125974416,0.08323356195358558,0.6201832964495333,1.5827365314135262,0.07943885024498157,0.02018620376966437,0.5348566622312394,0.9565142112824556,93948953.0
