,cost_of_goods_sold,current_assets,current_liabilities,equity,financial_profit,gross_profit,net_income,other_profit,profit_before_tax,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,gross_margin,net_profit_margin,revenue_growth,net_income_growth,total_equity
2022-01-01,18537904.0,18096076.0,12942444.0,110444959.0,4054699.0,31135108.0,22421420.0,-3870008.0,24751492.0,49673011.0,159387403.0,48942444.0,0.14067247208990538,0.2030098992566967,0.30706594799088355,1.3981961984923403,0.6268013026228669,0.4513803280417207,0.0,0.0,110444959.0
2023-01-01,20472620.0,56935968.0,14330899.0,121512041.0,-3045298.0,30845204.0,23771971.0,-351421.0,25047638.0,51317823.0,166842940.0,45330899.0,0.14248113225528153,0.19563469434276065,0.27169803528995595,3.972951592220418,0.6010622079584319,0.46323030889287725,0.0331127903641677,0.06023485577630683,121512041.0
2024-01-01,21425368.0,26941265.0,30010232.0,124599743.0,-780075.0,22211743.0,20150882.0,351718.0,22441819.0,43637112.0,169609975.0,45010232.0,0.11880717510865738,0.1617249082126919,0.2653749108800942,0.897735978848814,0.5090103808886344,0.4617831262527181,-0.14966946279073456,-0.15232598929217944,124599743.0
