,current_assets,current_liabilities,equity,financial_profit,net_income,other_profit,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,net_profit_margin,revenue_growth,gross_profit,gross_margin,net_income_growth,total_equity
2020-01-01,622701180.0,294022410.0,346583090.0,-1476040.0,3368490.0,1016310.0,503504980.0,651422180.0,304839080.0,0.005170978366134233,0.009719140950611844,0.4679593194078838,2.117869790945527,0.006690082787264587,0.0,0.0,0.0,0.0,346583100.0
2021-01-01,1639392870.0,420655460.0,1214279930.0,-2070820.0,377696840.0,-269010.0,958499340.0,1645552060.0,431272130.0,0.2295259136316842,0.311045938147063,0.26208355267714833,3.897234259125033,0.39405018265322955,0.9036541406204166,0.0,0.0,111.12645428663882,1214279930.0
2022-01-01,2103829080.0,705345420.0,1533187630.0,-16176570.0,318907700.0,10542280.0,1226588290.0,2306937720.0,773750090.0,0.1382385390100605,0.20800304787222945,0.33540137789242097,2.982693330595384,0.2599957154327635,0.27969654105343467,0.0,0.0,-0.15565165967499228,1533187630.0
2023-01-01,3332440476.0,944460362.0,2420065070.0,-49869686.0,86939040.0,5736360.0,656522207.0,3566762108.0,1146697038.0,0.024374779524824985,0.03592425719362992,0.32149523945766895,3.528406918997835,0.13242360893970492,-0.4647574802788962,0.0,0.0,-0.727384945550076,2420065070.0
