,current_assets,current_liabilities,equity,net_income,profit_before_tax,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,net_profit_margin,revenue_growth,gross_profit,gross_margin,net_income_growth,total_equity
2021-01-01,3102841680.0,281075560.0,1234877920.0,272522170.0,340753970.0,1798652770.0,3315231590.0,1991983130.0,0.08220305658947948,0.20594935738674505,0.6008579117092692,11.039172811752113,0.15151460834766903,0.0,0.0,0.0,0.0,1323248460.0
2022-01-01,3386740790.0,308355120.0,1392611110.0,221798440.0,276462460.0,1926360020.0,3575994140.0,2104561660.0,0.0620242738988381,0.15073640348077677,0.5885249185559348,10.983248113408981,0.11513862294546583,0.07100161416925399,0.0,0.0,-0.18612698555864282,1471432480.0
2023-01-01,3781230422.0,2425362106.0,1532182537.0,246312161.0,308066623.0,2018415582.0,3957544643.0,2425362106.0,0.06223863107537408,0.1607590186233796,0.6128451665832542,1.5590374784226138,0.12203243137666185,0.0477873092486627,0.0,0.0,0.11052251314301409,1532182537.0
2024-01-01,4180315820.0,2799517924.0,1540816939.0,204717147.0,256144305.0,2153284690.0,4340334863.0,2799517924.0,0.047166210318275156,0.1328627313331996,0.6450004463630252,1.493227024611113,0.09507203016429751,0.06681929588868973,0.0,0.0,-0.16887113421898803,1540816939.0
