,current_assets,current_liabilities,equity,financial_profit,gross_profit,net_income,other_profit,profit_before_tax,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,gross_margin,net_profit_margin,revenue_growth,net_income_growth,total_equity
2020-01-01,5185269.0,18921249.0,-30766033.0,-323645.0,6791159.0,190359.0,-103085.0,190359.0,6791159.0,5225216.0,35991249.0,0.03643083845720445,-0.006187310531715285,6.887992572938612,0.27404475254249866,1.0,0.028030414248878577,0.0,0.0,-30766033.0
2021-01-01,2846807.0,18180312.0,-32403506.0,-323875.0,4988970.0,-1637473.0,-286922.0,-1637473.0,4988970.0,2846807.0,35250312.0,-0.5751963515615917,0.050533823424348694,12.382403162560722,0.15658735669662874,1.0,-0.3282186503426559,-0.26537281780620947,-9.602025646278873,-32403505.0
2022-01-01,3367340.0,22034125.0,-35736786.0,-485805.0,4084788.0,-3333280.0,-311883.0,-3333280.0,4084788.0,3367340.0,39104125.0,-0.989885191278576,0.09327307982517175,11.612764080847198,0.152823858446841,1.0,-0.8160227654409482,-0.18123620707280264,1.035624404188649,-35736785.0
2023-01-01,3750985.0,50485100.0,-46734114.0,-614082.0,4274976.0,-10997329.0,-65.0,-10997329.0,4274976.0,3750985.0,50485100.0,-2.931850967145963,0.23531694138211454,13.459158061149271,0.07429885253272747,1.0,-2.5724890619268974,0.04656006627516529,2.2992514880238084,-46734115.0
