,current_assets,current_liabilities,equity,net_income,profit_before_tax,revenue,total_assets,total_debt,roa,roe,debt_ratio,current_ratio,net_profit_margin,revenue_growth,gross_profit,gross_margin,net_income_growth,total_equity
2020-01-01,92791583080.0,20582147510.0,20013878400.0,1604306640.0,1908047700.0,34485238420.0,147283426770.0,126445365510.0,0.010892648787329678,0.07698924674338922,0.8585172702931402,4.50835283514106,0.046521547001095086,0.0,0.0,0.0,0.0,20838061260.0
2021-01-01,99467964400.0,21455029170.0,21190545800.0,2003419190.0,2376488710.0,36827961500.0,169504122980.0,147277693120.0,0.011819294745039245,0.09013679671540376,0.8688738098563978,4.636114153556287,0.05439940491954734,0.06793408389606248,0.0,0.0,0.24877572656558966,22226429860.0
2022-01-01,117373071560.0,32184894640.0,20390422130.0,1625606380.0,2010163560.0,40688247070.0,201663976390.0,180197776820.0,0.008060965617658076,0.07572865307149476,0.8935546151857766,3.646837215807645,0.039952725837594065,0.10481942015715418,0.0,0.0,-0.1885840027318496,21466199570.0
2023-01-01,122398176223.0,30823017940.0,22259023109.0,1859989244.0,2236298700.0,40080480186.0,221101602594.0,198842579485.0,0.008412373416466924,0.08356113540526178,0.8993267219782511,3.970999091044879,0.046406361285304384,-0.014937160673311856,0.0,0.0,0.1441818061762281,22259023109.0
