,2021,2022,2023,2024
cost_of_goods_sold,20852086579.0,20983250639.0,18706908349.0,19729225253.0
current_assets,4955399467.0,5156881538.0,5496242222.0,4728456492.0
current_liabilities,4108056895.0,4328913943.0,4799678907.0,4676144434.0
equity,1325548058.0,1389820785.0,1581216076.0,1588456546.0
financial_profit,46062584.0,47669254.0,70299158.0,31175039.0
gross_profit,599945030.0,645558511.0,880613456.0,1005445862.0
net_income,295893014.0,256643840.0,379877264.0,383085842.0
other_profit,5632046.0,6157839.0,-3860890.0,574844.0
profit_before_tax,370599824.0,323417409.0,478184982.0,483328636.0
revenue,21452031609.0,21628809150.0,19587521805.0,20734671116.0
total_assets,5434271953.0,5731172470.0,6434292043.0,6363556558.0
total_debt,4108723895.0,4341351685.0,4853075967.0,4775100012.0
roa,0.054449430679789905,0.04478033794017021,0.05903948118321368,0.06019995870365925
roe,0.22322315076712218,0.18465966459121563,0.24024374009716304,0.24116860040312366
debt_ratio,0.7560762380932686,0.7574980002303089,0.7542517396734831,0.750382269486855
current_ratio,1.2062635921696503,1.1912645078886013,1.1451270654760073,1.0111870064619137
gross_margin,0.02796681642722821,0.029847159245935645,0.0449578800609279,0.048491044607123925
net_profit_margin,0.013793239698372477,0.011865833121931265,0.019393840005989465,0.018475616992274842
revenue_growth,0.0,0.008240596705341163,-0.09437816621540629,0.05856531124356801
