,2020,2021,2022,2023
current_assets,92791583080.0,99467964400.0,117373071560.0,122398176223.0
current_liabilities,20582147510.0,21455029170.0,32184894640.0,30823017940.0
equity,20013878400.0,21190545800.0,20390422130.0,22259023109.0
net_income,1604306640.0,2003419190.0,1625606380.0,1859989244.0
profit_before_tax,1908047700.0,2376488710.0,2010163560.0,2236298700.0
revenue,34485238420.0,36827961500.0,40688247070.0,40080480186.0
total_assets,147283426770.0,169504122980.0,201663976390.0,221101602594.0
total_debt,126445365510.0,147277693120.0,180197776820.0,198842579485.0
roa,0.010892648787329678,0.011819294745039245,0.008060965617658076,0.008412373416466924
roe,0.08015970757571905,0.0945430669369545,0.07972401795489459,0.08356113540526178
debt_ratio,0.8585172702931402,0.8688738098563978,0.8935546151857766,0.8993267219782511
current_ratio,4.50835283514106,4.636114153556287,3.646837215807645,3.970999091044879
net_profit_margin,0.046521547001095086,0.05439940491954734,0.039952725837594065,0.046406361285304384
revenue_growth,0.0,0.06793408389606248,0.10481942015715418,-0.014937160673311856
