,2020,2021,2022,2023
current_assets,4820545530.0,5200103930.0,5896969000.0,6853000653.0
current_liabilities,752664720.0,809016380.0,969472060.0,4761920591.0
equity,2390760170.0,2548412200.0,2571084100.0,2783989307.0
net_income,297652900.0,400113460.0,318235150.0,456048423.0
profit_before_tax,375349390.0,502165050.0,393797470.0,574059022.0
revenue,1887816080.0,2155106760.0,2654506920.0,3354210359.0
total_assets,5811113370.0,6044474080.0,6656455900.0,7550245803.0
total_debt,3372571450.0,3415626650.0,3960084130.0,4766256487.0
roa,0.051221320433471426,0.06619491699433344,0.04780849671068954,0.06040179815321967
roe,0.12450136309573871,0.15700500099630665,0.12377469488454305,0.1638111259455351
debt_ratio,0.5803657983014019,0.5650825207939348,0.5949238137369768,0.6312716978175975
current_ratio,6.40463861518579,6.427686828788312,6.082660082024437,1.4391253533190218
net_profit_margin,0.15767049722343715,0.18565830121566693,0.11988484475301349,0.13596297613723993
revenue_growth,0.0,0.1415872461474108,0.23172873347583023,0.2635907383507594
