,2021,2022,2023,2024
cost_of_goods_sold,990187747.0,1043090073.0,1003413905.0,966206267.0
current_assets,649408717.0,672045389.0,755627533.0,779580638.0
current_liabilities,579997820.0,0.0,660293462.0,668549479.0
equity,232922965.0,0.0,236239999.0,238114395.0
financial_profit,-15033714.0,-34178894.0,-40715801.0,-33448052.0
gross_profit,49693237.0,58028472.0,65185076.0,46787989.0
net_income,4259218.0,3414509.0,902525.0,1874396.0
other_profit,-342391.0,17536.0,-52083.0,-97382.0
profit_before_tax,5499344.0,4325275.0,2463053.0,2665706.0
revenue,1040002454.0,1101895479.0,1068598981.0,1013058487.0
total_assets,819135328.0,827630137.0,902805607.0,912241315.0
total_debt,586212363.0,0.0,666565608.0,674126920.0
roa,0.005199651210745973,0.004125646043263888,0.000999689183365916,0.002054715094766345
roe,0.01828595132300501,0.0,0.0038203733653080483,0.007871829840442868
debt_ratio,0.7156477604638242,0.0,0.7383268367317528,0.7389787207785037
current_ratio,1.1196744101555416,0.0,1.1443813644788141,1.166077698790638
gross_margin,0.047781845907067445,0.05266241046080197,0.06100050361174732,0.04618488428891668
net_profit_margin,0.004095392259526341,0.0030987594241685787,0.0008445871800807941,0.0018502347337819598
revenue_growth,0.0,0.05951238361212563,-0.03021747401143482,-0.051975057984825046
