,2020,2021,2022,2023
current_assets,1919351500.0,2103112310.0,2315615630.0,1969449539.0
current_liabilities,467267350.0,449045860.0,562643000.0,1488477527.0
equity,706274720.0,732302470.0,747967320.0,836904726.0
net_income,66590020.0,82967240.0,87844220.0,88937406.0
profit_before_tax,83390420.0,104619250.0,110115450.0,111018609.0
revenue,937642620.0,1092236270.0,1177438960.0,1257810418.0
total_assets,2281676130.0,2290574450.0,2522621230.0,2328999153.0
total_debt,1575401400.0,1558271990.0,1774653910.0,1492084426.0
roa,0.029184694148507394,0.03622114967710392,0.034822596018507304,0.03818696365150632
roe,0.09428345389454121,0.11329640879130178,0.11744392789781244,0.10626945127323847
debt_ratio,0.6904579397953381,0.6802974642452683,0.7034959861968656,0.6406547739951024
current_ratio,4.1076088453430355,4.683513416647466,4.115603730962618,1.323130180520354
net_profit_margin,0.07101855075657718,0.07596089076954018,0.07460617746163249,0.07070811684118203
revenue_growth,0.0,0.16487481125804626,0.07800756332693481,0.06825955376913972
