,2021,2022,2023,2024
current_assets,4253525290.0,5125357230.0,4524705561.0,5717559646.0
current_liabilities,773379550.0,1373141770.0,768334243.0,940619636.0
equity,894842200.0,923733840.0,1593583446.0,1609992473.0
net_income,145780680.0,152660670.0,202161683.0,190524685.0
profit_before_tax,182599390.0,190280860.0,256399295.0,240199847.0
revenue,850981540.0,1199428180.0,1407693868.0,1361565572.0
total_assets,5028167870.0,5941579500.0,5883530300.0,6700999105.0
total_debt,4127940660.0,5012684460.0,4283537268.0,5083629951.0
roa,0.02899280289939882,0.025693617328523502,0.03436060879978811,0.028432280323368288
roe,0.16291216484872975,0.16526478016654667,0.12685980361269392,0.11833886691717471
debt_ratio,0.820963175201229,0.8436619353490095,0.7280556145007021,0.7586376108014716
current_ratio,5.499919528516108,3.732576884614034,5.888980742720848,6.078503389865444
net_profit_margin,0.17130886293961206,0.12727787502874913,0.1436119653538194,0.13993059821580153
revenue_growth,0.0,0.40946439331692197,0.1736374811537278,-0.0327686985420611
