,2021,2022,2023,2024
cost_of_goods_sold,3607696867.0,7585872358.0,7339751812.0,6948492361.0
current_assets,502176852.0,444466984.0,814918572.0,369234999.0
current_liabilities,734951189.0,642503905.0,979168451.0,544354849.0
equity,696967210.0,686408131.0,685825030.0,649790458.0
financial_profit,573399.0,4432356.0,20654173.0,2634940.0
gross_profit,199156069.0,294534267.0,238682245.0,241745860.0
net_income,13824273.0,2069214.0,-586639.0,-36034572.0
other_profit,1525486.0,-3318859.0,16186441.0,765273.0
profit_before_tax,13824273.0,2069214.0,526054.0,-35934633.0
revenue,3806852937.0,7880406625.0,7578434057.0,7190238222.0
total_assets,1441754804.0,1340608320.0,1679353624.0,1207158769.0
total_debt,744787594.0,654200189.0,993528594.0,557368311.0
roa,0.00958850489809084,0.0015434888543732147,-0.0003493242826384016,-0.02985073125869825
roe,0.019834897254348595,0.003014553450853571,-0.0008553770631555982,-0.05545568045260523
debt_ratio,0.5165840903971075,0.48798756448117525,0.5916136898156954,0.4617191419333508
current_ratio,0.6832791884904346,0.6917732025301854,0.832255748403397,0.6782983557109822
gross_margin,0.05231514647291456,0.037375516393483056,0.03149492932244168,0.03362139786416662
net_profit_margin,0.0036314176640861394,0.0002625770595943074,-7.740899974687211e-05,-0.0050115964015969424
revenue_growth,0.0,1.070058065129822,-0.0383194145137149,-0.0512237530973082
