,2021,2022,2023,2024
current_assets,3102841680.0,3386740790.0,3781230422.0,4180315820.0
current_liabilities,281075560.0,308355120.0,2425362106.0,2799517924.0
equity,1234877920.0,1392611110.0,1532182537.0,1540816939.0
net_income,272522170.0,221798440.0,246312161.0,204717147.0
profit_before_tax,340753970.0,276462460.0,308066623.0,256144305.0
revenue,1798652770.0,1926360020.0,2018415582.0,2153284690.0
total_assets,3315231590.0,3575994140.0,3957544643.0,4340334863.0
total_debt,1991983130.0,2104561660.0,2425362106.0,2799517924.0
roa,0.08220305658947948,0.0620242738988381,0.06223863107537408,0.047166210318275156
roe,0.22068753970432964,0.15926803858400929,0.1607590186233796,0.1328627313331996
debt_ratio,0.6008579117092692,0.5885249185559348,0.6128451665832542,0.6450004463630252
current_ratio,11.039172811752113,10.983248113408981,1.5590374784226138,1.493227024611113
net_profit_margin,0.15151460834766903,0.11513862294546583,0.12203243137666185,0.09507203016429751
revenue_growth,0.0,0.07100161416925399,0.0477873092486627,0.06681929588868973
