,2021,2022,2023,2024
cost_of_goods_sold,0.0,0.0,0.0,631654.0
current_assets,33681108.0,29501463.0,48517117.0,70027386.0
current_liabilities,15011343.0,7498033.0,9399484.0,29134406.0
equity,29940136.0,32910293.0,127250290.0,128266264.0
financial_profit,1104630.0,1294821.0,94284702.0,2472146.0
gross_profit,9043017.0,9083352.0,7467502.0,7488490.0
net_income,2789589.0,2970157.0,94339996.0,1015974.0
other_profit,-775779.0,506690.0,-60094.0,0.0
profit_before_tax,2789589.0,2970157.0,94550284.0,1276373.0
revenue,9043017.0,9083352.0,7467502.0,8120144.0
total_assets,45251479.0,40708326.0,136949774.0,157700670.0
total_debt,15311343.0,7798033.0,9699484.0,29434406.0
roa,0.061646360774197016,0.0729619046482039,0.6888656566895831,0.006442420314384206
roe,0.09317222206338675,0.09025009288127578,0.7413735245711425,0.007920820084071366
debt_ratio,0.33836116163186625,0.19155867524496095,0.07082511870373732,0.18664731101015614
current_ratio,2.2437105061152756,3.9345603040157333,5.161678768749433,2.403597519716036
gross_margin,1.0,1.0,1.0,0.9222114780230498
net_profit_margin,0.3084799022273208,0.3269890894903115,12.63340753038968,0.1251177319022914
revenue_growth,0.0,0.004460347691483957,-0.17789137754432505,0.08739763310408222
