,2021,2022,2023,2024
cost_of_goods_sold,2480951418.0,2409684636.0,2756642522.0,3114842047.0
current_assets,1460461493.0,1969901696.0,2436349954.0,2201071579.0
current_liabilities,1432464016.0,1938189004.0,2329848968.0,2168469650.0
equity,467722459.0,512351622.0,787092464.0,809342569.0
financial_profit,-48681661.0,-62281985.0,-84932900.0,-95945594.0
gross_profit,197036411.0,211755896.0,246948569.0,317142835.0
net_income,39727195.0,45493032.0,52492575.0,55040842.0
other_profit,-6158640.0,-808234.0,-10629271.0,-29169669.0
profit_before_tax,50611650.0,57297338.0,56436979.0,64178662.0
revenue,2677987829.0,2621440532.0,3003591091.0,3431984881.0
total_assets,2166253236.0,2794297972.0,3382281060.0,3278475529.0
total_debt,1698530777.0,2281946350.0,2595188596.0,2469132960.0
roa,0.01833912782669699,0.016280666004792135,0.015519873738701064,0.016788547455404843
roe,0.08493753984988778,0.08879259876725831,0.06669175147889612,0.06800685409147186
debt_ratio,0.7840868965700185,0.8166438843910094,0.7672894564238254,0.7531344791684733
current_ratio,1.0195449775263326,1.0163620224521714,1.04571154073194,1.0150345332248483
gross_margin,0.07357629070090893,0.08077844735178605,0.08221777249904622,0.09240799304092272
net_profit_margin,0.014834718279819336,0.017354210955642612,0.01747660497372277,0.016037612025832232
revenue_growth,0.0,-0.02111559148538611,0.14577883966280258,0.14262720091414738
