,2021,2022,2023,2024
cost_of_goods_sold,172106734.0,180904669.0,182923768.0,182437006.0
current_assets,111731769.0,131392551.0,115731418.0,129841540.0
current_liabilities,206816296.0,243649440.0,249182302.0,267700488.0
equity,134326550.0,110576300.0,86526968.0,80972859.0
financial_profit,-11907323.0,-11312836.0,-15768969.0,-5196046.0
gross_profit,7892088.0,7298623.0,10296314.0,17749904.0
net_income,-17928502.0,-23750250.0,-24049332.0,-5554109.0
other_profit,563582.0,-2700265.0,-766991.0,551951.0
profit_before_tax,-17928502.0,-23750250.0,-24049332.0,-5554109.0
revenue,180098001.0,189016689.0,193554723.0,200432040.0
total_assets,487818424.0,486901318.0,451384848.0,442633347.0
total_debt,353491874.0,376325018.0,364857880.0,361660488.0
roa,-0.036752408515017466,-0.048778364572017854,-0.05327899708321623,-0.012547877464821918
roe,-0.13346953375933499,-0.21478607983808465,-0.2779403064256221,-0.06859223039166741
debt_ratio,0.7246382190763668,0.7728979242565944,0.8083077702244892,0.8170656152574063
current_ratio,0.5402464465372689,0.5392688405111868,0.4644447742520655,0.48502541392453496
gross_margin,0.04382107494907731,0.0386136432640612,0.05319588093957284,0.08855821654062894
net_profit_margin,-0.09954858965924891,-0.1256516031766909,-0.12425081458745907,-0.02771068437960318
revenue_growth,0.0,0.04952130479227246,0.02400864190357277,0.03553164135395437
