,2021,2022,2023,2024
cost_of_goods_sold,10553439201.0,13678613200.0,7293009825.0,6063289791.0
current_assets,14877336619.0,13603823543.0,0.0,13734790530.0
current_liabilities,11644462841.0,12640628172.0,13703264560.0,12410681510.0
equity,4056527768.0,1218551741.0,93380988.0,1747899997.0
financial_profit,-190202302.0,-496638757.0,-485182628.0,-163004824.0
gross_profit,802529888.0,470349817.0,244086756.0,357555131.0
net_income,96969953.0,-2570476663.0,-1115337522.0,962962483.0
other_profit,-2552230.0,-27013299.0,-4397557.0,610545178.0
profit_before_tax,148564295.0,-2333941696.0,-1079816792.0,1009351523.0
revenue,11355969089.0,14154109474.0,7542214414.0,6425200748.0
total_assets,16576620527.0,15594229852.0,0.0,15411757819.0
total_debt,12520092758.0,14375678111.0,15156476048.0,13663857822.0
roa,0.005849802306933149,-0.1648351144875763,0.0,0.062482326436043255
roe,0.023904668856195046,-2.1094522099574924,-11.943946470131586,0.5509253874093347
debt_ratio,0.7552862018894184,0.9218588059452184,0.0,0.886586590736253
current_ratio,1.277631851476832,1.0761983785848201,0.0,1.1066910804965133
gross_margin,0.07067031282934483,0.03323061884352358,0.03236274422892587,0.05564886530764004
net_profit_margin,0.008539117378712336,-0.18160638560283612,-0.14787931776769558,0.1498727465129779
revenue_growth,0.0,0.24640260668818037,-0.4671360690084768,-0.1481015527650047
