,2021,2022,2023,2024
current_assets,2126272220.0,1976670870.0,2227367042.0,2554954970.0
current_liabilities,1564002400.0,1356180170.0,2899630361.0,1820976871.0
equity,651886790.0,659046310.0,682752642.0,109243905.0
financial_profit,-57337800.0,-86236140.0,-41685619.0,-91627381.0
net_income,35152850.0,26577180.0,24456336.0,25904263.0
other_profit,127420.0,241610.0,188227.0,-575223.0
revenue,453403680.0,482160660.0,299618573.0,343536436.0
total_assets,2215989670.0,2015326950.0,2261610184.0,2598633695.0
total_debt,1564102870.0,1356280650.0,2899730834.0,1890976789.0
roa,0.015863273405963125,0.013187527711074374,0.010813683177153574,0.009968416498963314
roe,0.05392477733748831,0.040326726053590986,0.035820199726154994,0.23712318778791366
debt_ratio,0.7058258850096535,0.6729829370862133,1.282153243965053,0.7276811628504648
current_ratio,1.3595070058716023,1.4575282206050837,0.7681555111155081,1.403068325956788
net_profit_margin,0.07753102048046898,0.05512100468752469,0.0816248998021895,0.07540470321465406
revenue_growth,0.0,0.06342467268902618,-0.3785918307810513,0.14657924093377206
