,2021,2022,2023,2024
current_assets,501855430.0,486480220.0,485776107.0,453727096.0
current_liabilities,5196230.0,6872430.0,3715583.0,4664782.0
equity,531846790.0,513236600.0,514883568.0,-19550158.0
financial_profit,267300.0,-956290.0,796856.0,1133223.0
net_income,8959780.0,-18610190.0,1646969.0,-31433725.0
other_profit,44110.0,5170.0,-597500.0,85490.0
revenue,36822230.0,34714150.0,42510047.0,20524908.0
total_assets,537043020.0,520109030.0,519334908.0,468618134.0
total_debt,5196230.0,6872430.0,3715583.0,4664782.0
roa,0.016683542409693733,-0.03578132454266368,0.003171304248240521,-0.06707748317737956
roe,0.016846543343807717,-0.03626044985879807,0.0031987212301170195,1.6078501769653217
debt_ratio,0.009675630827489389,0.013213441035622858,0.007154502697130461,0.009954335228521054
current_ratio,96.58068060882601,70.78722082291125,130.74021142846223,97.26651663464659
net_profit_margin,0.24332529561626223,-0.5360981040872382,0.03874305290699867,-1.5314916393291507
revenue_growth,0.0,-0.05725019913242624,0.2245740425734175,-0.5171751280350266
