,2020,2021,2022,2023
current_assets,2523236330.0,2668016410.0,2920074710.0,3756411201.0
current_liabilities,422362390.0,619989470.0,636685500.0,2891491226.0
equity,1035090920.0,1052275280.0,1073029130.0,1096932209.0
net_income,10486710.0,17246740.0,20758250.0,24623413.0
profit_before_tax,12166630.0,19990350.0,22194080.0,32996021.0
revenue,1200488270.0,1488192860.0,2333623740.0,1988359722.0
total_assets,2921249530.0,3482563030.0,3739007990.0,4007562248.0
total_debt,1886111850.0,2430213610.0,2665970320.0,2910630038.0
roa,0.0035898028882181796,0.004952312377817897,0.005551806804242748,0.006144237188652147
roe,0.01013119697736311,0.016389950736084954,0.01934546734998704,0.02244752483150032
debt_ratio,0.6456524273706944,0.6978232953905791,0.713015411341766,0.7262844237672338
current_ratio,5.974102784104428,4.303325361316217,4.586369110023709,1.2991259206400927
net_profit_margin,0.008735370650477076,0.011589049016133567,0.008895285749878428,0.01238378183160562
revenue_growth,0.0,0.23965631084425332,0.5680922834154707,-0.14795187933766907
