,2021,2022,2023,2024
cost_of_goods_sold,1877170449.0,1575708877.0,709063214.0,965875216.0
current_assets,878173575.0,616843295.0,600317246.0,634250000.0
current_liabilities,437707359.0,338529649.0,346416658.0,409750773.0
equity,571814963.0,531288169.0,531402602.0,502918306.0
financial_profit,-22403826.0,-23101548.0,-26768489.0,-27761451.0
gross_profit,28622358.0,134790599.0,52323911.0,26828494.0
net_income,-16269677.0,2805177.0,478172.0,-27761177.0
other_profit,-16214543.0,-5223688.0,4889607.0,-2850738.0
profit_before_tax,-16111681.0,30060607.0,565048.0,-27537855.0
revenue,1905792806.0,1710499476.0,761387125.0,992703710.0
total_assets,1124822322.0,935660487.0,904406176.0,930643341.0
total_debt,553007359.0,404372319.0,373003574.0,427461737.0
roa,-0.014464219532087132,0.0029980714575157646,0.0005287137711894617,-0.029830092557445162
roe,-0.02845269545700923,0.005279953824832866,0.0008998299936815138,-0.05520017201362322
debt_ratio,0.4916397445035768,0.4321784713775137,0.4124292645255001,0.45931853607922607
current_ratio,2.0063029714791702,1.8221248768671368,1.7329341188898602,1.547892137838627
gross_margin,0.015018609530841099,0.07880189435381037,0.06872182268645532,0.027025681207537747
net_profit_margin,-0.00853696002460406,0.0016399753635469691,0.0006280274308552302,-0.027965219350293353
revenue_growth,0.0,-0.10247353719940533,-0.5548743886314993,0.3038094254614563
