,2021,2022,2023,2024
cost_of_goods_sold,3578747980.0,3337642512.0,3036653261.0,4143112995.0
current_assets,1136216140.0,1023592378.0,1166968741.0,1253735081.0
current_liabilities,754467944.0,739044096.0,850728465.0,931061429.0
equity,484207002.0,382539560.0,403688956.0,404244866.0
financial_profit,13078359.0,-10377425.0,3570898.0,8252136.0
gross_profit,251816777.0,73842416.0,82865303.0,92346344.0
net_income,142094420.0,3127253.0,21149396.0,25568408.0
other_profit,1741742.0,1537039.0,1021211.0,850582.0
profit_before_tax,177797753.0,5522426.0,25846402.0,29768534.0
revenue,3830564756.0,3414324324.0,3120669290.0,4235960388.0
total_assets,1261596128.0,1144866545.0,1279883910.0,1359529591.0
total_debt,777389126.0,762326985.0,876194954.0,955284725.0
roa,0.11263067224632446,0.0027315437014538667,0.016524464316455077,0.018806805066444485
roe,0.29345800331900196,0.008174979340698777,0.05239032598157082,0.06324980265797613
debt_ratio,0.6161949206616462,0.6658653694872357,0.6845893968617826,0.7026582807199818
current_ratio,1.505983321141607,1.38502206233713,1.3717288053832781,1.3465653736151066
gross_margin,0.06573881217007678,0.021627241290742713,0.0265536957938917,0.02180056835791166
net_profit_margin,0.037094900896122586,0.0009159214835034518,0.006777198746362515,0.006036035670312788
revenue_growth,0.0,-0.10866294097966167,-0.08600677795481737,0.35738842996721387
