,2021,2022,2023,2024
cost_of_goods_sold,4500000.0,0.0,4957029.0,167712844.0
current_assets,174847439.0,188447462.0,81848731.0,117878447.0
current_liabilities,140430478.0,155396998.0,155586255.0,28225196.0
equity,240735200.0,236223899.0,244787343.0,230577592.0
financial_profit,5982060.0,9395345.0,949508.0,10895576.0
gross_profit,0.0,0.0,20619134.0,-17712844.0
net_income,4245761.0,-4511301.0,8563444.0,-14209750.0
other_profit,0.0,0.0,-1463.0,0.0
profit_before_tax,4245761.0,-4511301.0,8563444.0,-14209750.0
revenue,4500000.0,0.0,0.0,150000000.0
total_assets,381165677.0,391620897.0,400373597.0,258802789.0
total_debt,140430478.0,155396998.0,155586255.0,28225196.0
roa,0.011138885939092569,-0.011519561480397712,0.021388633177027404,-0.05490570659963019
roe,0.01763664391414301,-0.019097563875194526,0.03498319764024727,-0.06162676033150698
debt_ratio,0.3684237235242983,0.3968046628522992,0.3886026855062573,0.10906063303668648
current_ratio,1.2450818475459438,1.2126840571270239,0.5260665924505992,4.1763553032545815
gross_margin,0.0,0.0,0.0,-0.11808562666666667
net_profit_margin,0.9435024444444444,0.0,0.0,-0.09473166666666667
revenue_growth,0.0,0.0,0.0,32.333333333333336
