,2020,2021,2022,2023
current_assets,5119420440.0,5157580360.0,5581239640.0,6210119368.0
current_liabilities,732718890.0,658353170.0,844464190.0,5532379449.0
equity,1479725950.0,1777934340.0,1680475220.0,1864622211.0
net_income,175461410.0,352038760.0,203726230.0,229086496.0
profit_before_tax,214474940.0,436861000.0,252683740.0,283676809.0
revenue,2920923860.0,3037019230.0,3070862700.0,3226157799.0
total_assets,6118518100.0,6366530360.0,6761973420.0,7448720197.0
total_debt,4575534970.0,4518788230.0,4977251200.0,5584097986.0
roa,0.02867710892282888,0.05529522991232543,0.030128221060058528,0.030755148527698145
roe,0.11857696352490135,0.198004364998091,0.12123132050706466,0.12285946968160405
debt_ratio,0.747817509929406,0.7097725094332229,0.7360648868093302,0.7496721367314907
current_ratio,6.986882022381052,7.834063227796109,6.609208189159566,1.1225042362418767
net_profit_margin,0.060070518236651334,0.11591588111215219,0.06634169284090755,0.0710090796150793
revenue_growth,0.0,0.03974611306711706,0.011143646923829298,0.05057051199325846
