,2021,2022,2023,2024
current_assets,10801086420.0,9739510880.0,14660382854.0,21873553969.0
current_liabilities,6798797330.0,5784183850.0,9880737830.0,14161986238.0
equity,3411545910.0,4485032450.0,5038196499.0,1180409047.0
financial_profit,-314146280.0,-391620480.0,-367752742.0,-535109059.0
net_income,586810650.0,514205650.0,584016390.0,743553183.0
other_profit,23712700.0,11914670.0,5110909.0,4856549.0
revenue,2217763060.0,1958363550.0,1815958754.0,3120367476.0
total_assets,11047240720.0,10641369690.0,15301571860.0,22121692241.0
total_debt,7635694810.0,6156337240.0,10286928941.0,15223341794.0
roa,0.053118300295351945,0.04832137826047091,0.038167084750729656,0.03361194862036414
roe,0.17200725579565776,0.11464925967258052,0.11591774757414042,0.6299114572950236
debt_ratio,0.6911856999889833,0.5785286499148025,0.6722792295536101,0.6881635287279377
current_ratio,1.588676040149001,1.6838176538942482,1.483733614456199,1.5445258596783562
net_profit_margin,0.2645957363903428,0.26256904648781887,0.32160223282251926,0.23829026187427163
revenue_growth,0.0,-0.1169644831220158,-0.07271622064248484,0.7183030556871337
