,2021,2022,2023,2024
current_assets,271941760.0,350709300.0,366514173.0,319769571.0
current_liabilities,4501050.0,3597040.0,4252655.0,6058027.0
equity,397508950.0,402166520.0,419936369.0,32844648.0
financial_profit,4832140.0,9020050.0,1270174.0,763168.0
net_income,8112790.0,4860390.0,17769853.0,9796532.0
other_profit,0.0,-500370.0,-188467.0,-283107.0
revenue,20665280.0,18424240.0,38574068.0,29012168.0
total_assets,402009990.0,405763550.0,416155779.0,362424935.0
total_debt,4501050.0,3597040.0,4252655.0,6058027.0
roa,0.02018056814956265,0.011978380019595156,0.04270000297172372,0.027030513228898007
roe,0.020409075066108576,0.012085516218505708,0.04231558472136049,0.29826874685945787
debt_ratio,0.011196363553054988,0.00886486723610339,0.010218901706036383,0.016715259947553
current_ratio,60.41740482776241,97.49941618664235,86.18478879664586,52.78444137010284
net_profit_margin,0.39258069573700427,0.2638040972110654,0.46066836922670434,0.33766976669926907
revenue_growth,0.0,-0.10844469564409487,1.0936585715340224,-0.2478841484906389
