,2021,2022,2023,2024
cost_of_goods_sold,0.0,0.0,585766.0,1045821.0
current_assets,2682058850.0,2079208316.0,945837933.0,486415572.0
current_liabilities,1184467984.0,736477069.0,757153694.0,368150524.0
equity,1035914853.0,1036114877.0,1041195654.0,1043027567.0
financial_profit,27248171.0,16608294.0,18857683.0,-56846736.0
gross_profit,0.0,0.0,364234.0,2379179.0
net_income,11710947.0,2600024.0,5980777.0,2731913.0
other_profit,-113327.0,-439755.0,310797.0,69957410.0
profit_before_tax,14879018.0,3590326.0,7628268.0,3615026.0
revenue,0.0,0.0,950000.0,3425000.0
total_assets,2900074837.0,2302831946.0,2328589348.0,2355418090.0
total_debt,1864159984.0,1266717069.0,1287393694.0,1312390524.0
roa,0.004038153378177806,0.0011290550335278351,0.0025684120753780926,0.0011598420728780256
roe,0.011304932028038022,0.002509397420803562,0.005744143261665977,0.0026192145696183693
debt_ratio,0.6427971996503344,0.5500692619799187,0.5528642030015848,0.5571794364541032
current_ratio,2.2643574045307417,2.823181336552924,1.24920203189288,1.3212410149930955
gross_margin,0.0,0.0,0.3834042105263158,0.694650802919708
net_profit_margin,0.0,0.0,6.295554736842106,0.7976388321167883
revenue_growth,0.0,0.0,0.0,2.6052631578947367
