,2018,2019,2020,2021
current_assets,746139885.0,797048930.0,846239702.0,1206751518.0
current_liabilities,206949706.0,207759958.0,207920261.0,369370622.0
equity,546988695.0,596067523.0,635999261.0,807853240.0
financial_profit,-14779754.0,-12445917.0,-13080336.0,-9369658.0
gross_profit,-14779754.0,-12445917.0,-13080336.0,-9369658.0
net_income,31626655.0,53346553.0,46432253.0,186797803.0
other_profit,33060805.0,32802102.0,-216036.0,231094.0
revenue,327994546.0,251199416.0,434857745.0,552112599.0
total_assets,754320500.0,804027881.0,851260585.0,1212970385.0
total_debt,207331806.0,207960358.0,215261324.0,405117145.0
roa,0.04192734388101609,0.06634913323360238,0.05454528709325829,0.1540002998506843
roe,0.05781957705725527,0.08949749976564317,0.07300677193711394,0.2312273984319231
debt_ratio,0.2748590367091972,0.2586481923255594,0.2528735945174767,0.33398766368067595
current_ratio,3.6054165015339525,3.836393392031779,4.070020391134465,3.2670479083201154
gross_margin,-0.045060974885844596,-0.04954596311641107,-0.030079574643427358,-0.01697055639913046
net_profit_margin,0.09642433200703282,0.21236734483490996,0.10677572961245062,0.3383328026535399
revenue_growth,0.0,-0.23413538711707726,0.7311256209289914,0.2696395668427154
