,2009,2010,2011,2012
current_assets,396864380.0,1294314570.0,365071532.0,193881710.0
current_liabilities,295770737.0,1111658373.0,209816235.0,6189733.0
equity,254182661.0,267489862.0,272277250.0,296713907.0
financial_profit,51859382.0,13634481.0,9026714.0,27859372.0
gross_profit,1037343.0,2177785.0,307617.0,175603.0
net_income,45581751.0,13307201.0,4787387.0,24436657.0
other_profit,-579.0,3559840.0,648635.0,342402.0
profit_before_tax,45581751.0,13307201.0,4787387.0,24436657.0
revenue,1037343.0,2177785.0,307617.0,175603.0
total_assets,549953399.0,1379148236.0,482093485.0,302903640.0
total_debt,295770737.0,1111658373.0,209816235.0,6189733.0
roa,0.08288293350469864,0.009648854744284355,0.009930412148174955,0.08067468915196925
roe,0.1793267519533915,0.04974843121344165,0.017582765361410107,0.08235763954265884
debt_ratio,0.5378105445621585,0.8060470542486341,0.4352189804016953,0.02043466034280737
current_ratio,1.3417973124231015,1.1643096489320466,1.739958454597186,31.32311361410904
gross_margin,1.0,1.0,1.0,1.0
net_profit_margin,43.940867196288984,6.110429174597125,15.562816749399415,139.1585394326976
revenue_growth,0.0,1.0993875699744442,-0.8587477643569039,-0.42915053459334174
