,2021,2022,2023,2024
cost_of_goods_sold,169707102.0,4722952.0,5175434.0,8616743.0
current_assets,570758520.0,60668062.0,61543503.0,104078113.0
current_liabilities,160658218.0,166621232.0,0.0,59482753.0
equity,642551971.0,444956073.0,59380978.0,450742905.0
financial_profit,62866788.0,3967061.0,26385.0,-2603301.0
gross_profit,16004387.0,12494385.0,13595779.0,20321726.0
net_income,9449244.0,-197595898.0,724785.0,5062047.0
other_profit,-29292331.0,24904.0,221294.0,-1397411.0
profit_before_tax,18724682.0,-197599757.0,739735.0,5062047.0
revenue,185894781.0,17217337.0,18771214.0,28938469.0
total_assets,804712578.0,613556210.0,669322417.0,821000272.0
total_debt,162160606.0,168329484.0,0.0,370257367.0
roa,0.011742383875103292,-0.32205019650929784,0.0010828637762479126,0.006165706848876659
roe,0.014705805018844149,-0.44407956198408827,0.012205676369964806,0.011230452978511109
debt_ratio,0.2015136962355272,0.2743505505388007,0.0,0.4509832452284498
current_ratio,3.552625736207282,0.364107630652977,0.0,1.7497191664952023
gross_margin,0.08609379410172897,0.7256862661165313,0.7242887433918765,0.7022391543934131
net_profit_margin,0.0508311419458301,-11.476565626844616,0.03861151441776754,0.1749244923772574
revenue_growth,0.0,-0.9073812782296454,0.09025071647258809,0.5416407803991794
