,2020,2021,2022,2023
current_assets,4893422740.0,5413636200.0,5110927840.0,5646385571.0
current_liabilities,800448050.0,706189000.0,700474930.0,1131590903.0
equity,3111665140.0,3251950280.0,3425378130.0,3683367290.0
net_income,311071790.0,347055680.0,378384580.0,423439460.0
profit_before_tax,377193500.0,423286580.0,462927470.0,499863282.0
revenue,1578398460.0,1605861780.0,1514308360.0,1630052986.0
total_assets,6975739930.0,7156614290.0,7126478830.0,8002256149.0
total_debt,3807766810.0,3844851300.0,3640711540.0,4251253870.0
roa,0.04459337548726534,0.048494394966198465,0.05309558745998548,0.052915009481784084
roe,0.09996955842105812,0.10672232049009064,0.11046505397055244,0.11495987955086608
debt_ratio,0.5458584821409762,0.5372444488691314,0.5108710243653386,0.5312569094068873
current_ratio,6.113354564359298,7.6659877171692,7.296375103674303,4.989776390063468
net_profit_margin,0.19708064717701257,0.21611802729373134,0.24987287265587044,0.2597703655260198
revenue_growth,0.0,0.017399484791691844,-0.05701201755981766,0.07643398732871032
