,2020,2021,2022,2023
current_assets,3202937770.0,9254466760.0,5087806010.0,8045915033.0
current_liabilities,1193556750.0,6473315530.0,1939966670.0,4590747360.0
equity,2202166220.0,2982643890.0,3348029740.0,3643935759.0
financial_profit,11904610.0,4141300.0,1366640.0,9107268.0
net_income,170549240.0,845975040.0,318225400.0,444917591.0
other_profit,1615700.0,2570140.0,1889680.0,1211665.0
revenue,403535460.0,1383479260.0,850241320.0,944166711.0
total_assets,3395722970.0,9455959420.0,5287996410.0,8234683119.0
total_debt,1193556750.0,6473315530.0,1939966670.0,4590747360.0
roa,0.050224721364711324,0.08946474941619409,0.06017882300339913,0.054029716088702356
roe,0.07744612484338262,0.28363259953235653,0.09504855832015399,0.12209808855743881
debt_ratio,0.3514882575948179,0.6845752231453632,0.3668623273516935,0.5574892553433786
current_ratio,2.683523653148457,1.4296331944752274,2.622625475312934,1.7526372945515347
net_profit_margin,0.42263755457822716,0.6114837167851724,0.37427656421120536,0.47122778828833334
revenue_growth,0.0,2.428395759817489,-0.3854325506838462,0.11046909717349429
