,2019,2020,2021,2022
current_assets,210140251.0,213975485.0,130703338.0,90588260.0
current_liabilities,21044338.0,28567248.0,9834331.0,1291801.0
equity,250525968.0,255578222.0,285559653.0,286283090.0
financial_profit,20817835.0,7472648.0,35051195.0,1803330.0
net_income,24033695.0,5143773.0,29981431.0,723438.0
other_profit,4271980.0,-82436.0,-185673.0,-2924.0
profit_before_tax,24033695.0,5143773.0,33492834.0,1003552.0
total_assets,271570306.0,284145470.0,295393984.0,287574892.0
total_debt,21044338.0,28567248.0,9834331.0,1291801.0
roa,0.08849897970803922,0.01810260427519749,0.1014964170698886,0.002515650775242228
roe,0.09593294935397675,0.020126022318130064,0.10499183160164437,0.002527002206103057
debt_ratio,0.07749130716817029,0.10053740430913785,0.03329225215365253,0.004492050717696175
current_ratio,9.985595697997248,7.490237946616349,13.290516457093014,70.12555339405992
