,2021,2022,2023,2024
cost_of_goods_sold,22625448.0,20327657.0,24459969.0,29976674.0
current_assets,6219190.0,6956633.0,7622821.0,15607400.0
current_liabilities,3889014.0,4929618.0,6468528.0,2905537.0
equity,5545656.0,3959865.0,5770100.0,22234863.0
financial_profit,2873.0,54492.0,911009.0,48587.0
gross_profit,2795830.0,5698828.0,7610922.0,7095867.0
net_income,-4332292.0,-1585791.0,1810234.0,2160164.0
other_profit,168888.0,572270.0,2851.0,-595591.0
profit_before_tax,-4332292.0,-1585791.0,1810234.0,2160164.0
revenue,25421278.0,26026485.0,32070891.0,37072540.0
total_assets,9434670.0,8889483.0,12238628.0,25140401.0
total_debt,3889014.0,4929618.0,6468528.0,2905537.0
roa,-0.45918850367845404,-0.17838956438749026,0.14791151426450744,0.08592400733783045
roe,-0.7812046041081524,-0.40046592497471506,0.3137266251884716,0.09715211647582447
debt_ratio,0.41220456041387776,0.5545449606011958,0.5285337539469294,0.11557242066266167
current_ratio,1.599168838168235,1.4111910902629778,1.1784475540648507,5.371606006049828
gross_margin,0.1099799152505236,0.2189626451670289,0.23731557691989288,0.1914049320602257
net_profit_margin,-0.17041991358577646,-0.06092989506650629,0.05644476793613249,0.05826857291137861
revenue_growth,0.0,0.023807103639714722,0.23224058108499857,0.15595603502253796
