,2020,2021,2022,2023
current_assets,1808556540.0,2671956880.0,2659104970.0,2835593029.0
current_liabilities,178585500.0,273105880.0,300552400.0,559443632.0
equity,2096628990.0,2456851560.0,2497221370.0,2494739109.0
financial_profit,1247880.0,1502190.0,1335800.0,-12816642.0
net_income,96793290.0,390130200.0,146342780.0,146309079.0
other_profit,505410.0,164405740.0,16858350.0,20412.0
revenue,224796380.0,394171750.0,367374470.0,361377046.0
total_assets,2286420540.0,2739269210.0,2805191290.0,3062598169.0
total_debt,189791550.0,282417660.0,307969920.0,567859060.0
roa,0.04233398375611164,0.1424212700875793,0.05216855639103314,0.047772861774998336
roe,0.0461661507408614,0.15879274366905585,0.05860224558305778,0.058647045886352035
debt_ratio,0.08300815474654545,0.10309963656328616,0.10978571090601098,0.18541742294106361
current_ratio,10.127118607053765,9.78359338143873,8.847392235097773,5.06859470160168
net_profit_margin,0.4305820672023277,0.9897467284248554,0.39834771316580597,0.4048654462685491
revenue_growth,0.0,0.7534612879442275,-0.06798376595988931,-0.01632509738632626
