,2021,2022,2023,2024
cost_of_goods_sold,0.0,147835230.0,77459532.0,43850765.0
current_assets,51475253.0,54453039.0,35503908.0,39291547.0
current_liabilities,27543877.0,53539154.0,46464811.0,31632886.0
equity,199479788.0,202885580.0,197931035.0,203448595.0
financial_profit,0.0,-16513624.0,-14901239.0,-9960421.0
gross_profit,0.0,61367376.0,59527592.0,58497129.0
net_income,0.0,10205627.0,5726463.0,23358758.0
other_profit,0.0,533218.0,1471689.0,10873382.0
profit_before_tax,0.0,15361543.0,9973518.0,29777384.0
revenue,0.0,209202607.0,136987124.0,102347894.0
total_assets,417763972.0,405537035.0,369253011.0,353444136.0
total_debt,218284184.0,202651455.0,171321976.0,149995541.0
roa,0.0,0.025165708971561625,0.015508236437914923,0.06608896745142208
roe,0.0,0.05030237733011878,0.028931607415683954,0.11481405413490321
debt_ratio,0.5225060048979044,0.499711339557434,0.46396906970651625,0.42438259889534563
current_ratio,1.8688455877144674,1.0170694703169945,0.7641031403312929,1.2421107261601108
gross_margin,0.0,0.29333944198888495,0.4345488120474739,0.5715518582141026
net_profit_margin,0.0,0.04878345994990397,0.04180292886505158,0.2282290048879755
revenue_growth,0.0,0.0,-0.3451939917746818,-0.2528648604959397
