,2020,2021,2022,2023
current_assets,3892844860.0,7145152050.0,9415358290.0,11575344841.0
current_liabilities,2555701620.0,5404524430.0,7494936960.0,11275423630.0
equity,1308177480.0,1754912170.0,1768482390.0,2055416043.0
financial_profit,-106888050.0,-131557560.0,-439852850.0,-607866815.0
net_income,232635220.0,516928900.0,43651460.0,251281461.0
other_profit,-310.0,-13221400.0,-423470.0,-469403.0
revenue,635319020.0,1042045790.0,1022130310.0,1332482343.0
total_assets,3911080370.0,7187117250.0,9459575380.0,13529106412.0
total_debt,2602902890.0,5432205080.0,7691092990.0,11473690369.0
roa,0.0594810635405071,0.07192437273790128,0.00461452636577013,0.01857339674534005
roe,0.177831543163394,0.2945611232498319,0.024683005183896687,0.12225333253370933
debt_ratio,0.6655201744166663,0.7558253039492294,0.8130484383327574,0.8480745157583435
current_ratio,1.523200059637635,1.3220686005854543,1.2562291504583916,1.0265995514529507
net_profit_margin,0.3661707153045725,0.496071194721683,0.04270635512217615,0.1885814564973939
revenue_growth,0.0,0.6401929695100266,-0.01911190486168557,0.3036325505306656
