,2021,2022,2023,2024
cost_of_goods_sold,248226319.0,271785792.0,194574905.0,162680245.0
current_assets,69556008.0,81965059.0,55117595.0,60613522.0
current_liabilities,533348486.0,580550903.0,608221668.0,595973361.0
equity,-200088997.0,-253324920.0,-314901197.0,-317296167.0
financial_profit,-28938187.0,-37037537.0,-40388531.0,-22673308.0
gross_profit,25852188.0,155228.0,-6488873.0,-3038884.0
net_income,-25920294.0,-53235923.0,-61576278.0,-2394970.0
other_profit,-299672.0,434963.0,-42264.0,36272190.0
profit_before_tax,-25920294.0,-53235923.0,-61576278.0,-2394970.0
revenue,274643975.0,272376275.0,188086032.0,159641361.0
total_assets,407439489.0,395905983.0,343820470.0,317677194.0
total_debt,607528486.0,649230903.0,658721668.0,634973361.0
roa,-0.06361753020949817,-0.1344660734768436,-0.17909427556771126,-0.007539005144952269
roe,0.1295438249410586,0.2101487804673934,0.1955415812535003,0.00754805840437398
debt_ratio,1.4910888669409263,1.6398613076781918,1.9158884519004933,1.9988005843441188
current_ratio,0.13041380978064687,0.14118496513646797,0.09062090007618735,0.10170508611038405
gross_margin,0.09412982025183694,0.0005699027934793513,-0.03449949435904948,-0.01903569338775557
net_profit_margin,-0.0943777994765769,-0.1954499267603245,-0.3273835773195534,-0.015002189814705977
revenue_growth,0.0,-0.008256871464229265,-0.30946249999196884,-0.1512322350444396
