,2021,2022,2023,2024
cost_of_goods_sold,218884096.0,187400228.0,118128236.0,143180689.0
current_assets,214557099.0,263544427.0,215916432.0,190178552.0
current_liabilities,43408417.0,45149931.0,31701911.0,23322802.0
equity,497639065.0,560619932.0,560084701.0,571514831.0
financial_profit,44745746.0,65467206.0,30517151.0,26888161.0
gross_profit,7155166.0,26775386.0,24300429.0,22496250.0
net_income,49168785.0,86100514.0,43342137.0,29289527.0
other_profit,501129.0,149770.0,282988.0,1065918.0
profit_before_tax,50917075.0,86900117.0,44607772.0,29904136.0
revenue,226039262.0,214175613.0,142428665.0,165676939.0
total_assets,541506481.0,607477959.0,592961356.0,596317378.0
total_debt,43867417.0,46858026.0,32876656.0,24802547.0
roa,0.09079999358308696,0.1417343834856731,0.07309437041964671,0.04911734603179718
roe,0.09880411016365848,0.15358090050925982,0.07738496859959758,0.051248936005302025
debt_ratio,0.08100995747823746,0.07713535167125297,0.05544485431863455,0.041592862987132335
current_ratio,4.94275336048306,5.8370947898015615,6.810833327997167,8.154189706708483
gross_margin,0.03165452734489993,0.12501603532237818,0.1706147354537094,0.1357838341037916
net_profit_margin,0.21752320621184829,0.4020089532789151,0.30430768272664777,0.17678698783781852
revenue_growth,0.0,-0.052484904149085354,-0.33499121116090835,0.16322749356669175
