,2021,2022,2023,2024
cost_of_goods_sold,105665063.0,357968244.0,542472350.0,434791751.0
current_assets,1489493223.0,0.0,3163538283.0,2640648205.0
current_liabilities,591419940.0,0.0,2010158622.0,1667458354.0
equity,782759861.0,0.0,1340239026.0,1405752840.0
financial_profit,28932153.0,9829886.0,-11666999.0,22500.0
gross_profit,95201583.0,156241374.0,263849994.0,176575982.0
net_income,61261912.0,73438575.0,141148420.0,65513814.0
other_profit,-11116505.0,-13728232.0,44494.0,-19600270.0
profit_before_tax,79256215.0,96510554.0,177221441.0,94358486.0
revenue,200866647.0,514209618.0,806322344.0,611367733.0
total_assets,1519857019.0,0.0,3368738802.0,3086772243.0
total_debt,737097158.0,0.0,2028499776.0,1681019402.0
roa,0.040307681074044505,0.0,0.04189948473185307,0.021224051806403393
roe,0.07826399263975545,0.0,0.1053158558001877,0.04660407728573396
debt_ratio,0.4849779609433116,0.0,0.6021540686964783,0.544588090621884
current_ratio,2.5185035577258352,0.0,1.573775446562744,1.5836366759418328
gross_margin,0.4739541602444332,0.30384763048131086,0.32722644481249796,0.2888212322451764
net_profit_margin,0.30498797543028633,0.14281836128549427,0.17505210050336892,0.1071594238029569
revenue_growth,0.0,1.559955202518017,0.5680810233308393,-0.2417824737844546
