,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.9751707889551775,2.0754342969328934,2.3022278479254448,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
current_assets,0.15356771504411268,0.1463168269023617,0.06013123444464925,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
current_liabilities,0.4377497462865684,0.42359241017618304,0.13237232926154252,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
equity,0.5267580380226884,0.6566425951051506,0.6829462979822027,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
financial_profit,-0.7158065258941391,-0.7196056231108021,-0.6575530349088681,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
gross_profit,-0.4149332112587543,-0.44597260301697883,-0.4237635943636139,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
net_income,-0.46674191852534286,-0.5411446604228505,-0.5001174843727019,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
other_profit,-0.7339248322304943,-0.7042963258341084,-0.6602216697443765,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
profit_before_tax,-0.43254118328798613,-0.4971980284358266,-0.4593793537531417,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
revenue,2.2945290197138237,2.3355846859611664,2.539930494745078,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
total_assets,1.8856029278357664,1.7857651683295537,1.4760292978639955,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
total_debt,0.6253104593718412,0.42359241017618304,0.13237232926154252,-0.4725110879783997,-0.41389199951073286,-0.41526880725998755
roa,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,0.04036627101875329,-0.0669853130788616,-0.05995356411076312
roe,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,0.5933496419016524,0.22057011455600506,0.14976847471705762
debt_ratio,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,2.1397090605070974,1.9689225484508106,1.3394412494054286
current_ratio,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,3.340863936930472,3.552493031930977,3.881676078471418
gross_margin,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,0.057250699215390416,0.034827797566011544,-0.06528112014592173
net_profit_margin,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,-0.028895465854169095,-0.1297044395718689,-0.17806124720475486
revenue_growth,-0.7335344320047517,-0.7055301646804178,-0.6607106706202504,-0.4725110879783997,-0.6134197457242773,-0.08436418401261349
