,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.6531221245251242,1.5495561704789815,1.8737286013398822,-0.360319937645612,-0.37054290209749924,-0.378670070289242
current_assets,1.4390922322579307,1.5076190756510808,1.3171656470570023,-0.360319937645612,-0.37054290209749924,-0.378670070289242
current_liabilities,1.18953653679846,1.23135441755151,0.9899512517815217,-0.360319937645612,-0.37054290209749924,-0.378670070289242
equity,-0.3918045471811135,-0.3904291955416296,-0.3263914328299558,-0.360319937645612,-0.37054290209749924,-0.378670070289242
financial_profit,-0.7221820580067772,-0.7331630020952499,-0.7430827538300044,-0.360319937645612,-0.37054290209749924,-0.378670070289242
gross_profit,-0.6406396995223006,-0.6178605746310092,-0.5800635568424175,-0.360319937645612,-0.37054290209749924,-0.378670070289242
net_income,-0.6838303375122718,-0.6781564513000822,-0.6660636917553641,-0.360319937645612,-0.37054290209749924,-0.378670070289242
other_profit,-0.7046046098558805,-0.711189617650344,-0.7036789076753991,-0.360319937645612,-0.37054290209749924,-0.378670070289242
profit_before_tax,-0.6783504309406216,-0.665906499857671,-0.6526228176921091,-0.360319937645612,-0.37054290209749924,-0.378670070289242
revenue,1.7172334724412381,1.642714169207691,1.9959748748343349,-0.360319937645612,-0.37054290209749924,-0.378670070289242
total_assets,1.534315574661208,1.5815904461510073,1.393584997738757,-0.360319937645612,-0.37054290209749924,-0.378670070289242
total_debt,1.221369074403907,1.2610010692355218,1.0176666002318429,-0.360319937645612,-0.37054290209749924,-0.378670070289242
roa,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,-0.3299072537034543,-0.3240851500810543,-0.32321364590373214
roe,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,-0.14272355792140162,-0.03831273813533043,-0.06947841107809802
debt_ratio,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,2.439703709115064,2.417335550651386,2.252885913314499
current_ratio,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,3.3234497349192673,3.3315417356820993,3.4480863628260763
gross_margin,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,-0.27415930253823795,-0.2422638940923113,-0.23338952493550041
net_profit_margin,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,-0.3322041404782816,-0.32529160428794984,-0.3355942477748856
revenue_growth,-0.7047510474384147,-0.7110185724571151,-0.7023098303368702,-0.360319937645612,-0.37240907456684885,-0.19525560297745695
