,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.06885162572261,1.1540146737180814,1.0458497613857975,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
current_assets,1.5191014928277256,1.132988847147697,1.317471501300391,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
current_liabilities,-0.07637799866339137,-0.18323052884176275,-0.17672636488794477,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
equity,1.6236425244854569,1.8280768707836936,1.8177272921967593,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
financial_profit,-0.7041175200940065,-0.6699368187903877,-0.6820466112199619,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
gross_profit,-0.2092109854166039,-0.22877495807248713,-0.207100121858366,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
net_income,-0.6645725116082952,-0.7021522948794214,-0.668132890514405,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
other_profit,-0.7022798089027598,-0.6658596366604931,-0.6783251966723769,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
profit_before_tax,-0.6645725116082952,-0.7021522948794214,-0.668132890514405,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
revenue,1.5638389351474302,1.5952055932998463,1.5194713757601894,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
total_assets,2.2514628206634897,2.314812219596183,2.3217226635415726,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
total_debt,-0.07637799866339137,-0.18323052884176275,-0.17672636488794477,-0.2686522450025885,-0.25113545419630434,-0.25871431640590786
roa,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,-0.25162844173433135,-0.2641850187306366,-0.25396414237473713
roe,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,-0.24703711009291598,-0.26672768312236533,-0.2530059216155579
debt_ratio,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,0.0010683343251213558,-0.0537949331611648,-0.068540747013272
current_ratio,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,4.228069821096074,4.231437487100265,4.232973050616206
gross_margin,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,0.008473743811067982,-0.015434731514966795,-0.014838185247780319
net_profit_margin,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,-0.2464671623713654,-0.26833064445019056,-0.2522320974860771
revenue_growth,-0.7041982948414242,-0.6699658776542521,-0.680721736232758,-0.2686522450025885,-0.34933902576528897,-0.28582016000788824
