,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.152435327138527,1.906270379379118,2.0131050054019823,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
current_assets,0.7753847936792224,0.6472904578959062,0.6438569605601911,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
current_liabilities,-0.06781555308832071,0.37685563470717054,0.37689709920798,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
equity,0.566636135465816,0.6037733433087463,0.40908734780767264,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
financial_profit,-0.6647985014900294,-0.8214444948676555,-0.669587727842697,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
gross_profit,-0.15733699868982365,-0.22715204738554962,-0.2406636112255014,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
net_income,-0.5051638487198593,-0.7324642061965784,-0.5700399609586091,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
other_profit,-0.6588540324456736,-0.6729292431567152,-0.7395217389500612,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
profit_before_tax,-0.45666474606571317,-0.7324642061965784,-0.5214597648185072,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
revenue,2.695569070358705,2.4061318683328867,2.5072656428388806,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
total_assets,1.2089409469343961,1.696543022291599,1.536361728175033,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
total_debt,-0.04902486409964829,0.3998721555959523,0.39320246029689465,-0.31725059254130256,-0.2814768500557465,-0.4492363784282159
roa,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,-0.12971771427734619,-0.33672947603629827,-0.202150803314197
roe,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,-0.03396529480699637,-0.3832936396236176,0.041501368706736465
debt_ratio,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,0.3297707864983589,1.2445139600952198,1.2488061255598728
current_ratio,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,4.185648261526312,3.8987673453960343,3.7925870754793336
gross_margin,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,-0.015445893077054344,0.21999026780341902,0.07137053493603612
net_profit_margin,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,-0.21203244282634048,-0.32407820941228827,-0.2761623332703192
revenue_growth,-0.6913296755682284,-0.6928975233869001,-0.7340719200704655,-0.31725059254130256,-0.9414480475535101,0.7148845730411288
