,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,0.0598947677786308,0.14051807402954383,0.143871393547566,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
current_assets,0.9754451468717659,1.0720629970796167,1.1254147612619188,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
current_liabilities,-0.1892143979215979,-0.26910614128911575,-0.3304315553181761,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
equity,2.2272141366977136,2.0037780198090687,1.9409464229276256,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
financial_profit,-0.6609772391836815,-0.707065471481137,-0.7409668281723939,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
gross_profit,0.14085100631022948,0.37323731946443944,0.4704944061145448,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
net_income,-0.22135492656747335,-0.0323122629072731,0.03402257796315451,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
other_profit,-0.7150910844685774,-0.7860836832309943,-0.7895771130084506,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
profit_before_tax,-0.09396631652986381,0.16079027617838965,0.2465520678652507,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
revenue,0.9152122156749652,1.300783445169455,1.4133208486889957,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
total_assets,2.752466180362221,2.521699930195425,2.4094699166363345,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
total_debt,-0.1892143979215979,-0.26910614128911575,-0.3304315553181761,-0.33156901956785345,-0.3807569541925272,-0.3473894908134779
roa,-0.714466441586105,-0.787028051675472,-0.7989550490268847,-0.1327195112387763,-0.09483706294895723,-0.061620413709775515
roe,-0.714466441586105,-0.787028051675472,-0.7989550490268847,-0.09721391916240468,-0.041775627472160654,-0.012753865854304677
debt_ratio,-0.714466441586105,-0.787028051675472,-0.7989550490268847,-0.11975869380901606,-0.18454511061625467,-0.18665344933977213
current_ratio,-0.714466441586105,-0.787028051675472,-0.7989550490268847,4.166447146988864,4.118682109304611,4.173573422638416
gross_margin,-0.714466441586105,-0.787028051675472,-0.7989550490268847,0.4021843898861833,0.31585038311375313,0.2842218338317405
net_profit_margin,-0.714466441586105,-0.787028051675472,-0.7989550490268847,0.09145784171724412,0.07236400340384258,0.06705639378016622
revenue_growth,-0.714466441586105,-0.787028051675472,-0.7989550490268847,-0.33156901956785345,0.38334475552549135,-0.09515003158473544
