,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,1.7720375369530226,1.9880780762060222,1.6902888983165734,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
current_assets,0.6144546132816833,0.5588477128089523,0.8605521891097271,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
current_liabilities,0.620930835307986,0.4340367880238776,0.6967496582110893,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
equity,0.10140827448955923,0.13363298508721666,0.17959283052665906,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
financial_profit,-0.7467677120437594,-0.6867154950732135,-0.7084406916936031,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
gross_profit,0.06614499043018056,0.0007989182203393023,-0.05285869730182867,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
net_income,-0.5480248658995694,-0.5455812365291398,-0.687531074664973,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
other_profit,-0.7581838535601986,-0.7269159385896988,-0.7576002985946101,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
profit_before_tax,-0.508047806178957,-0.5006714656984808,-0.6545324458042623,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
revenue,2.598347877385586,2.718095774429803,2.3940257052035676,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
total_assets,1.4852156120838305,1.296888553114536,1.6360553925254395,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
total_debt,0.623641982613817,0.4340367880238776,0.6998670634879811,-0.4667935126199195,-0.4574242023850873,-0.33609794994482056
roa,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,-0.09627103415193493,-0.12073513306214154,-0.2350468504665585
roe,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,0.4988397107800021,0.3331730009065039,-0.07783794518402046
debt_ratio,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,1.9501506863355116,1.675339213929403,1.7949142777294753
current_ratio,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,3.436576782340915,3.655901827244144,3.5592554762040907
gross_margin,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,0.4980950492018375,0.3292274643028977,0.4458539244524913
net_profit_margin,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,-0.219075530447377,-0.2595402606778765,-0.2593575271165066
revenue_growth,-0.7601653549804542,-0.7292187800034418,-0.7565955041888228,-0.4667935126199195,-0.12427568402188086,-1.1946059562811244
