,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.907458512141722,1.8908017534630246,1.5443175971001095,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
current_assets,0.2474855834219267,0.5660295100269864,1.1315398544068758,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
current_liabilities,-0.12783618489018625,-0.11967824857796873,-0.341633133113565,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
equity,0.7267374655219944,0.7575123638413372,1.2744473257478746,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
financial_profit,-0.6941060127362163,-0.740074393526784,-0.7426886847549266,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
gross_profit,-0.4761332550667024,-0.41805840857329785,-0.3672652680863893,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
net_income,-0.6183626302242673,-0.5829111129205462,-0.5060866861988187,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
other_profit,-0.6774783912601433,-0.6835084006388416,-0.6479280457199539,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
profit_before_tax,-0.6021091022984719,-0.5521466488142919,-0.44829342444803555,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
revenue,2.1042944648064883,2.174813721102474,1.9068610949845832,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
total_assets,2.1602702985799276,2.0406476135321348,2.154823448379033,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
total_debt,0.7605636253264646,0.5810648845750045,0.1505673475151652,-0.31982654427228746,-0.3225612397592118,-0.2783941571723593
roa,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,-0.269845645262211,-0.23344781995893535,-0.20545003072487422
roe,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,-0.2186568771319535,-0.15510723190704356,-0.17340908187463758
debt_ratio,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,0.9922731623115754,0.6370332390579442,0.008650664916390854
current_ratio,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,4.058845916930806,4.143600263011084,4.231551994451164
gross_margin,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,-0.1360332025898661,-0.12006790571788767,-0.1490710032273747
net_profit_margin,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,-0.26883827871861377,-0.23760370537609288,-0.19859009066740665
revenue_growth,-0.6729691961889337,-0.7020703762127475,-0.7298087751159932,-0.31982654427228746,-0.1636719619985267,-0.17295256680494925
