,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,1.9459448261979984,1.6906899246875855,1.7901896828524113,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
current_assets,0.4889479557789331,0.19661993838761405,0.827505533747842,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
current_liabilities,0.2773936236093769,-0.25969437413867624,0.5124557577995095,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
equity,0.35654485765233973,0.18763268672540678,0.1932833324898713,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
financial_profit,-0.7696514301973557,-0.715203335858957,-0.7463003788135832,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
gross_profit,-0.03415098050428032,0.6234597815944606,-0.10462385504996687,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
net_income,-0.2179233828382315,0.4106119365895339,-0.2607960872026467,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
other_profit,-0.7807996845583419,-0.7648696286124496,-0.8140090490566526,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
profit_before_tax,-0.2179233828382315,0.4727075689576288,-0.23142037124901046,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
revenue,2.6860955162671214,3.0790193348944954,2.4995748787961736,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
total_assets,1.4082401518351204,0.6928079411991801,1.51974814128311,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
total_debt,0.2773936236093769,-0.25969437413867624,0.5124557577995095,-0.5024872523015486,-0.5946521194715935,-0.3926394708253515
roa,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,0.3652970385078559,0.9410962980887638,0.3101568695128965
roe,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,1.1723425855653316,1.7556057067861706,1.2356424884709951
debt_ratio,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,1.137843930867119,0.06535150850145631,1.2924884566218915
current_ratio,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,3.5863839687088315,3.030015868111802,3.2763108097695004
gross_margin,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,0.2256250734077526,0.09318786007897133,0.24207289268280413
net_profit_margin,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,0.044841682863237566,-0.01226640479448618,0.10233999802777756
revenue_growth,-0.7743016705734035,-0.7648696286124496,-0.8140090490566526,-0.5024872523015486,1.262834596886444,-1.747337865181647
