,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.243026243706143,2.2492462677117224,2.127878220023785,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
current_assets,0.5838173780270869,0.6255378154900733,0.7693688202364086,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
current_liabilities,0.3076327107151007,0.29024418789585016,0.29023116148435674,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
equity,-0.045054896823619496,0.05900675971270378,0.13002781310911307,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
financial_profit,-0.686094265424269,-0.6920967816612823,-0.7044285844971377,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
gross_profit,-0.10171272665797251,-0.16612311217920495,-0.091180896150008,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
net_income,-0.5372543018482082,-0.5757361438590021,-0.5897476687123827,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
other_profit,-0.6626658507014167,-0.662726406939538,-0.6878560429549708,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
profit_before_tax,-0.5008089728842007,-0.5488542355487943,-0.5534143696677695,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
revenue,2.828868402922787,2.77077057403301,2.738310116019955,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
total_assets,0.9292385214978166,1.0140449576352109,1.110205425421666,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
total_debt,0.3076327107151007,0.29024418789585016,0.29023116148435674,-0.4074265359354231,-0.32822929698183484,-0.3662947373485981
roa,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,-0.14389434434039336,-0.1657087653066734,-0.20488836503290497
roe,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,0.2691611247897231,0.04873327756701124,-0.011947050181439505
debt_ratio,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,1.5766922430589123,1.4146073818608722,1.2126357574908069
current_ratio,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,3.763856701684421,3.8110588261753824,3.951000309286209
gross_margin,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,0.11783899377355302,0.11646432127669852,0.1401719362695263
net_profit_margin,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,-0.2871097518057171,-0.24881125812809418,-0.2815414587368084
revenue_growth,-0.6666607076063356,-0.664794010026657,-0.6899464508281962,-0.4074265359354231,-1.0375922196631782,-0.40989428091221275
