,2021,2022,2023,2024,2021,2022,2023,2024
cost_of_goods_sold,1.1640908143844992,1.1606994028697029,1.0989195168324324,1.025152565773523,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
current_assets,-0.02513502862831285,0.04704260440180047,0.07312350161677636,0.4549923126673979,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
current_liabilities,0.24574464001864468,0.18416693366911896,0.1363087030958376,0.2983488583114353,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
equity,1.6264943638014173,1.7785939135510966,1.9200342929893692,1.7934519462421024,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
financial_profit,-0.7049488577278665,-0.6951929049685525,-0.6667733531402055,-0.672066770727578,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
gross_profit,-0.4743911218586511,-0.3662930529273774,-0.3857523677727665,-0.494057912129721,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
net_income,-0.6504647670331389,-0.5858708580959683,-0.5911777960377457,-0.6499405812150488,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
other_profit,-0.6524906713976472,-0.6728928331073368,-0.6580262710837634,-0.675598754187167,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
profit_before_tax,-0.6394028929018124,-0.5637648221388815,-0.5671297666136497,-0.6383624105695977,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
revenue,1.3426746147201718,1.4680434814624377,1.3716932298415758,1.2070040636056352,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
total_assets,2.809061317956427,2.70657949396803,2.728511624758394,2.775901954082893,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
total_debt,0.5295920440265355,0.2543484740212423,0.14995125098711476,0.30654059787895704,-0.3519505936030107,-0.3804003195829714,-0.306265951805621,-0.3044544017814941
roa,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,-0.34767031709812907,-0.24555541812162687,-0.2128893240673157,-0.2758944348951493
roe,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,-0.3454497504160437,-0.19452673343002214,-0.1836121787224339,-0.26453168329910265
debt_ratio,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,1.664543716882247,1.045365397378249,0.8146666321529626,0.7760232726263956
current_ratio,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,3.7721341442933745,3.9828052528002362,4.016462373850637,4.102140795040522
gross_margin,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,0.17632512865334493,0.3648833332920048,0.32467866389091216,0.062184810131993
net_profit_margin,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,-0.34452520547565596,-0.16757447804593828,-0.15048467373832036,-0.25209744558623975
revenue_growth,-0.6529749221943236,-0.6736371189579018,-0.65852608078191,-0.675909409961833,-0.3519505936030107,-0.2205935188772453,-0.933630071698991,-0.4943724926404905
