,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.032280887377088,1.9153538490196471,1.6905771107210297,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
current_assets,0.7761290501082946,1.2480109966373856,1.1682581033873884,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
current_liabilities,0.6938352064076811,0.485238592570395,0.7131481846317398,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
equity,-0.353803072778917,0.27681777588692386,0.10952626412259733,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
financial_profit,-0.7670706859175639,-0.7895023306138913,-0.7926525742491998,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
gross_profit,-0.18766826739327602,-0.3855431504771387,-0.44997055362628735,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
net_income,-0.49213717189104467,-0.6290118374878497,-0.6546929719858129,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
other_profit,-0.7222123302071308,-0.734074996310089,-0.7434812340446352,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
profit_before_tax,-0.43456907584692245,-0.6004896249897663,-0.6306131855204204,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
revenue,2.585335476366041,2.287021092779077,2.003816359023603,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
total_assets,1.1179131196576233,1.498429981858023,1.809345342370083,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
total_debt,0.7567475263967387,0.49737938661562203,0.9594340878627892,-0.48754867130054014,-0.400190247761667,-0.40652588437515214
roa,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,-0.0892072345737867,-0.2870189883016106,-0.30069604312198833
roe,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,1.5339970614282679,-0.14891269019981487,-0.08903678781030715
debt_ratio,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,2.1433430919518983,1.0517102599827168,1.692754615386938
current_ratio,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,2.9803702621701733,3.907476228326445,3.728343541662884
gross_margin,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,0.03595231429565844,-0.10307041146742968,-0.07328041703893899
net_profit_margin,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,-0.26632276836518975,-0.3166564256702442,-0.3081957977683524
revenue_growth,-0.7149686660398016,-0.7242328193554772,-0.7403849903846965,-0.48754867130054014,0.6987550004699423,0.22842150119159227
