,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.41097826026747,2.171243281226276,2.08371363042553,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
current_assets,0.8464034986468996,1.137655363539893,1.1880107153166801,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
current_liabilities,0.2220839371512978,0.31167138878285483,0.41048937954255654,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
equity,0.12286055092570862,0.32027997734224584,0.19972787039762468,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
financial_profit,-0.6624918197534235,-0.702162077013426,-0.722201734710534,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
gross_profit,-0.4503561348357393,-0.4704977464995044,-0.4164522503406001,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
net_income,-0.5915515449426831,-0.67827958583743,-0.5860095100601053,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
other_profit,-0.6410211884120086,-0.6898038985148343,-0.716102769529518,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
profit_before_tax,-0.5786498518227524,-0.6430521550402131,-0.5534656483395946,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
revenue,2.6018085009611216,2.3810300993309643,2.3824004736958515,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
total_assets,0.9861265918337716,1.3122359307292937,1.325353378978305,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
total_debt,0.2220839371512978,0.31167138878285483,0.41048937954255654,-0.3236474938892778,-0.2594883909865288,-0.3882638072279194
roa,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,-0.24625505056325236,-0.2571324393490944,-0.22461984092360962
roe,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,-0.15881193779856845,-0.25479675769159005,-0.023276447177752835
debt_ratio,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,1.0225043079809844,0.9061089037377372,1.038257092592724
current_ratio,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,4.049122494364762,4.031388743226546,3.983905294273185
gross_margin,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,-0.1743298551068707,-0.0990422900703136,-0.13891119872022234
net_profit_margin,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,-0.28481253831644504,-0.2579549707273766,-0.28046401687439404
revenue_growth,-0.641182105310137,-0.6802845666898535,-0.7151361307026788,-0.3236474938892778,-0.9547104972875606,0.3042748035651035
