,2023,2024,2023,2024
cost_of_goods_sold,1.6217507880225814,1.6217507880225814,-0.25084487493746344,-0.25084487493746344
current_assets,0.48591103770750116,0.48591103770750116,-0.25084487493746344,-0.25084487493746344
current_liabilities,0.35607093479071816,0.35607093479071816,-0.25084487493746344,-0.25084487493746344
equity,1.3421405248424998,1.3421405248424998,-0.25084487493746344,-0.25084487493746344
financial_profit,-0.6828647549745958,-0.6828647549745958,-0.25084487493746344,-0.25084487493746344
gross_profit,-0.647371424292944,-0.647371424292944,-0.25084487493746344,-0.25084487493746344
net_income,-0.8290794859677874,-0.8290794859677874,-0.25084487493746344,-0.25084487493746344
other_profit,-0.6564565533239164,-0.6564565533239164,-0.25084487493746344,-0.25084487493746344
profit_before_tax,-0.8075425768285381,-0.8075425768285381,-0.25084487493746344,-0.25084487493746344
revenue,1.631069739556142,1.631069739556142,-0.25084487493746344,-0.25084487493746344
total_assets,2.391017650961438,2.391017650961438,-0.25084487493746344,-0.25084487493746344
total_debt,0.39218675029243333,0.39218675029243333,-0.25084487493746344,-0.25084487493746344
roa,-0.6566903758265045,-0.6566903758265045,-0.46509536945265445,-0.46509536945265445
roe,-0.6566903758265045,-0.6566903758265045,-0.5775223100615078,-0.5775223100615078
debt_ratio,-0.6566903758265045,-0.6566903758265045,1.0527319158034465,1.0527319158034465
current_ratio,-0.6566903758265045,-0.6566903758265045,4.022549941163434,4.022549941163434
gross_margin,-0.6566903758265045,-0.6566903758265045,-0.23541572736978367,-0.23541572736978367
net_profit_margin,-0.6566903758265045,-0.6566903758265045,-0.5362650758959099,-0.5362650758959099
revenue_growth,-0.6566903758265045,-0.6566903758265045,-0.25084487493746344,-0.25084487493746344
