,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,1.2505619190188437,2.3023949993120985,1.8849889509689115,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
current_assets,1.5275445564818442,0.7043584035240578,1.085359487450075,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
current_liabilities,1.102768227803218,0.41240976462717205,0.736990241074306,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
equity,-0.09768411268117325,-0.17970676709530484,-0.17968924706764533,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
financial_profit,-0.7760834562186765,-0.6538186223236322,-0.723658718320166,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
gross_profit,-0.21620615884973882,-0.22319850052414106,-0.17905769073456812,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
net_income,-0.6649317812843867,-0.5798621740909297,-0.6396333277853848,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
other_profit,-0.7730623902853991,-0.6836748698450584,-0.7388523896802307,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
profit_before_tax,-0.6455250681717695,-0.5565366904570321,-0.6129711815442266,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
revenue,1.804273727950531,2.7325314596028027,2.4326709841696195,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
total_assets,1.7750020829034707,0.8860379583467125,1.2840407179419366,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
total_debt,1.102768227803218,0.41240976462717205,0.736990241074306,-0.4115973402368295,-0.47549797721000087,-0.36576102912744335
roa,-0.769917967781426,-0.6533349608148452,-0.726739723935276,-0.2780644068987808,-0.3413262156964908,-0.22866160256104534
roe,-0.769917967781426,-0.6533349608148452,-0.726739723935276,0.09392709430401866,-0.03941672417462214,0.1381720761150543
debt_ratio,-0.769917967781426,-0.6533349608148452,-0.726739723935276,1.9702901181207535,1.470703514692075,1.9380484236887063
current_ratio,-0.769917967781426,-0.6533349608148452,-0.726739723935276,3.5595298651313767,3.105688656106113,3.5523005040213382
gross_margin,-0.769917967781426,-0.6533349608148452,-0.726739723935276,0.2846655888269207,-0.11837738926377721,0.18286025571782885
net_profit_margin,-0.769917967781426,-0.6533349608148452,-0.726739723935276,-0.2795828364055052,-0.41449723159741303,-0.27850524917294256
revenue_growth,-0.769917967781426,-0.6533349608148452,-0.726739723935276,-0.4115973402368295,2.0432011164541244,-0.9150820582796199
