,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.455588296237175,2.119322593978581,2.1014564942863894,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
current_assets,0.6390353373630945,1.0453154401965867,1.0743345728499814,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
current_liabilities,0.09856693252469552,0.3621888007655246,0.3559393554167302,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
equity,0.32217576016388655,0.4131988004484247,0.433195048079447,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
financial_profit,-0.6315617870515043,-0.7023615073992776,-0.6942263584905356,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
gross_profit,-0.4892722381681531,-0.520904448117244,-0.5202572266406162,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
net_income,-0.6125503487342118,-0.6745072798665637,-0.6831780639275447,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
other_profit,-0.6152621959588905,-0.6827675555931464,-0.6891055349879688,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
profit_before_tax,-0.606931564493436,-0.6745065574375424,-0.6724227509863855,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
revenue,2.6306154089692164,2.3159732051687594,2.3007540536886317,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
total_assets,1.0395854306257624,1.465353658087677,1.4817234849020777,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
total_debt,0.09898483608119948,0.3623473605573818,0.35643574794602617,-0.29635505128814393,-0.27704738059480866,-0.30236717650443123
roa,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,-0.28744008582295605,-0.2585184701209903,-0.2917220886165362
roe,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,-0.2806405128187181,-0.24084379036021017,-0.28180313456028133
debt_ratio,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,0.7923663573303408,0.9971356775891737,0.9496964186231852
current_ratio,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,4.116471104340096,4.027702773017666,4.072755022705028
gross_margin,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,-0.19633552055280204,-0.13038723231404992,-0.1533290755997263
net_profit_margin,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,-0.29180567573008925,-0.26376205073216413,-0.29463525228228826
revenue_growth,-0.6184248382226903,-0.6898075015413087,-0.6920926888766045,-0.29635505128814393,-0.8067583399417219,-0.37255577221620684
