,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,-0.08540517568136814,-0.031086853306061254,0.08300867976795838,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
current_assets,-0.2493997603768225,0.012134557474637287,-0.37227656765631895,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
current_liabilities,-0.3332889502970026,-0.2401490357001915,-0.3955215019739592,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
equity,2.80921738172545,2.775262748072287,2.8761652126170683,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
financial_profit,-0.10974513980518162,-0.39420527508316805,-0.38375116564773043,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
gross_profit,-0.45540257769337866,-0.42455961360005523,-0.3974350739054245,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
net_income,-0.21208836260141864,-0.43296392909305187,-0.3934912154925393,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
other_profit,-0.4670892964706605,-0.4485528332127783,-0.3636471585172965,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
profit_before_tax,-0.11160998659534965,-0.42801933155074523,-0.38643215879824694,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
revenue,-0.06340378138255356,-0.01016115755325253,0.09368661203683117,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
total_assets,2.953332403420641,2.980722973223789,2.8903818039071774,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
total_debt,-0.3332889502970026,-0.24002508420136157,-0.39389642311743817,-0.3517547105530946,-0.2602733817755033,-0.252879643744347
roa,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,-0.14302285829154635,-0.2528968039978921,-0.24588529892179145
roe,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,-0.1338701777178855,-0.2524262321605385,-0.24585502263730513
debt_ratio,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,-0.23837504364912265,-0.13923294537090591,-0.24607913030092665
current_ratio,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,3.9184322528819617,4.238101813822291,4.237773477953468
gross_margin,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,-0.20831713504504185,-0.16324838747186524,-0.21930440441008078
net_profit_margin,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,1.3779641990118647,-0.20221620352283343,-0.2069035025520418
revenue_growth,-0.47740397199219325,-0.44548530935286396,-0.4081130061742973,-0.3517547105530946,-0.10480065999221438,-0.039190394199157985
