,2021,2022,2023,2021,2022,2023
cost_of_goods_sold,-0.24356994790955946,-0.18412078307532906,-0.25932807253250484,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
current_assets,1.4510262279588564,1.404320171531467,1.3515389916256786,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
current_liabilities,2.0219818641027056,2.115244994857504,2.183769762021205,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
equity,-0.44422059480760046,-0.6430033307069287,-0.7960778855867329,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
financial_profit,-0.5797033930628082,-0.5598777037438238,-0.5408572195693059,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
gross_profit,-0.5017274448670019,-0.5126703873410382,-0.49134657128645715,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
net_income,-0.6670175387052578,-0.7400675616116582,-0.6451117572768263,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
other_profit,-0.5525536865716982,-0.5322907844718873,-0.5155569339917401,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
profit_before_tax,-0.6670175387052578,-0.7400675616116582,-0.6451117572768263,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
revenue,-0.20554340474814073,-0.1970814202890334,-0.25805215210747123,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
total_assets,2.131078383367764,1.972144508731376,1.8805178220430872,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
total_debt,2.035544990146944,2.1154381086223473,2.1839732159183294,-0.01164881826569409,-0.2532200885090858,-0.19933680050783995
roa,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,-0.1231796857969867,-0.44650565388738794,-0.3801089702398207
roe,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,-3.129723465985389,3.0810098611074106,1.21437253620021
debt_ratio,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,2.245284354357367,1.849770986774749,2.9736997523912683
current_ratio,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,1.807325827266321,1.1941301392304386,1.7391591492328935
gross_margin,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,0.2546715144084526,-0.33834973212823183,-0.18403416591272181
net_profit_margin,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,-0.9029439067957418,-1.8319676836583982,-2.0282028213357237
revenue_growth,-0.5397539880284207,-0.4997097501273339,-0.49262249171149075,-0.01164881826569409,-0.46944685532954944,-0.9428438742420259
