,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.3153998626067032,1.2857854348346534,1.2770421851333313,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
current_assets,1.3230521274472167,1.2389140349017107,1.3221353877516753,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
current_liabilities,-0.5008314457056128,-0.48104263438674494,-0.3621352267550074,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
equity,1.4072783452437638,1.4769805238564142,1.5065840020241918,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
financial_profit,-0.632248345975133,-0.5888462567528526,-0.6318972604909125,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
gross_profit,0.2535882595473716,0.21922380614551945,0.09441969785091354,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
net_income,-0.39581104065704176,-0.38569611574730056,-0.5150117846096076,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
other_profit,-0.7416461060014731,-0.7425366241777129,-0.7298192639056875,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
profit_before_tax,-0.36278405866451713,-0.3388036008602644,-0.4838568854621007,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
revenue,2.301407212548426,2.249786377639129,2.102014874269406,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
total_assets,1.6442747076329103,1.7429161167797804,1.8764259568609818,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
total_debt,-0.4940881218157934,-0.47689148897109607,-0.3583759998512067,-0.2588220906041296,-0.2635914868336123,-0.2627308096183671
roa,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.1876624804635502,-0.17816998814707494,-0.19700006679820473
roe,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.17977580729823664,-0.16793639094578833,-0.18612215148921346
debt_ratio,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.20852115237870822,-0.19998284167276084,-0.14870978288848802
current_ratio,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,4.238848522183486,4.237304908759474,4.234721853855328
gross_margin,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.09511933439933262,-0.07245510628386526,-0.029329360144631916
net_profit_margin,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.20308256978997294,-0.19263815047666286,-0.20223925664913805
revenue_growth,-0.7310844851724027,-0.7428270818944622,-0.7282179546879967,-0.2588220906041296,-0.2630245892299745,-0.31855152046524704
