,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.6615992359398306,2.6394337311704272,2.6999183502579784,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
current_assets,0.20823654187556115,0.23156202116390384,0.11803544295273438,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
current_liabilities,0.08106383011930073,0.08666515667871627,-0.0446317873967138,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
equity,-0.31253665018377574,-0.31785266692887604,-0.2923691282037937,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
financial_profit,-0.5431166522215687,-0.548018501046105,-0.5067943254763508,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
gross_profit,-0.25082523190474765,-0.21613545295561074,-0.2075844219949319,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
net_income,-0.49969950600403806,-0.4986695069572239,-0.46293525855926493,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
other_profit,-0.520863238664147,-0.5258970765739163,-0.49263271836883366,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
profit_before_tax,-0.493097077557653,-0.488904743396858,-0.45493708279850065,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
revenue,2.9352767985169073,2.9514900532856254,2.9857303616049173,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
total_assets,0.30872386571371796,0.2970042543768617,0.15650141385009764,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
total_debt,0.09675772141566907,0.08666515667871627,-0.04452588143626242,-0.37542284102492884,-0.3888287015186285,-0.38351829670330967
roa,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,-0.2784074813850825,-0.2737190132808703,-0.24135166853933723
roe,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,0.005938915090410122,0.06276614702784915,0.07608985777197162
debt_ratio,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,2.054568940652483,2.008547728104148,1.7114249397329957
current_ratio,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,3.5680765799512257,3.5869123717321836,3.749103769372192
gross_margin,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,-0.11762161191984419,-0.10028424329676447,-0.13434215741300212
net_profit_margin,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,-0.3520584090651156,-0.36153078683266904,-0.3569616950348836
revenue_growth,-0.524502805292151,-0.5281917750708087,-0.4933964234901538,-0.37542284102492884,-0.25674778523033526,-0.20174348545022117
