,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,2.2081586666603994,2.1929551002085224,1.8571383893188687,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
current_assets,0.8356810551083255,0.7391486383212188,1.2131049121682493,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
current_liabilities,-0.04039026031538939,-0.23085517754210394,0.1343784676654607,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
equity,0.7346685395541586,0.9178229205340243,0.8535488118483903,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
financial_profit,-0.6776814260672109,-0.6627955347179783,-0.7087188614986485,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
gross_profit,-0.4313744409603521,-0.3547572163802142,-0.4305077517217295,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
net_income,-0.593737564132093,-0.5782523201455776,-0.6348724861383594,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
other_profit,-0.6181313366707618,-0.6258875516513931,-0.7064068599666583,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
profit_before_tax,-0.5863330126227965,-0.5510318701734812,-0.600187572580105,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
revenue,2.459206007198552,2.5007995594262855,2.154367367118382,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
total_assets,1.4031018877573174,1.383252411429752,1.7495024255747271,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
total_debt,-0.001766865072175931,-0.18404906537987,0.17379105678697265,-0.28717928302801965,-0.2589077833782511,-0.28753066205270633
roa,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,-0.2179200862695102,-0.21150933918306622,-0.21768045729225383
roe,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,-0.1849667176139263,-0.19743378698240038,-0.17796344781049905
debt_ratio,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,0.318282022284372,0.05081844883123634,0.42941850295967504
current_ratio,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,4.203087167550258,4.2281967022905045,4.181211221009227
gross_margin,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,-0.14385820099685873,-0.1323564627271366,-0.08699450766030986
net_profit_margin,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,-0.2412935055900812,-0.2283237264163026,-0.22751171224657743
revenue_growth,-0.6702001786339963,-0.6494785562755979,-0.7221625569393642,-0.28717928302801965,-0.4024984352738227,-0.4501116543267865
