,2022,2023,2024,2022,2023,2024
cost_of_goods_sold,1.1078908053931058,1.1397815405991538,1.06181865705864,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
current_assets,0.39474682266080957,0.3301712552300909,0.34692625500125535,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
current_liabilities,-0.4269604927613525,-0.31174125745678705,-0.33876732943164356,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
equity,1.7096370844002355,1.6257971758073222,1.6557375338758638,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
financial_profit,-0.7027123446473921,-0.7276929339800685,-0.7387096377936024,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
gross_profit,0.10054758011764708,0.10522689353527133,0.05449586589604498,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
net_income,-0.31709663081189826,-0.39155773102166186,-0.4080883231498797,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
other_profit,-0.726872451170503,-0.7270851794352137,-0.7191499377473484,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
profit_before_tax,-0.26895399605276343,-0.34613725189540195,-0.3684105797868799,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
revenue,1.944816675891749,1.9791908004511358,1.8416811251978507,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
total_assets,2.392810177214283,2.411651397253584,2.535568361350443,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
total_debt,-0.05320519756694844,0.051671855129550325,0.15446422523141357,-0.3022775288481608,-0.3330765082771834,-0.320670499604235
roa,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,-0.13670968484883925,-0.13770531828997887,-0.16223567465724373
roe,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,-0.0904665184232452,-0.07264828213353793,-0.10369315187573146
debt_ratio,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,-0.032503038421327624,0.11503275937139056,0.11867833805419278
current_ratio,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,4.214900456057165,4.186497195231902,4.1958587241475955
gross_margin,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,0.08343206929377481,0.22185825905748316,0.17402336138686086
net_profit_margin,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,-0.10904540863143643,-0.10656682895328537,-0.11940986288226048
revenue_growth,-0.7363782903809958,-0.734182366316711,-0.7253666022431655,-0.3022775288481608,-0.20954968495777246,-0.25517573892259365
